contract_id,clause_id,original_identifier,article_number,paragraph_number,content,clause_type,contract_type,jurisdiction,language,issuer,version,source_uri,is_reference,text
NDA_REF_INTL_2025_V1,non_use-117,Section 12(1),12,1,Non‑Use. Recipient shall not use Confidential Information for any purpose other than the Purpose.,non_use,NDA,JP,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Non‑Use. Recipient shall not use Confidential Information for any purpose other than the Purpose.
NDA_REF_INTL_2025_V1,exclusions-118,Section 13(2),13,2,Exclusions. Confidential Information does not include information that (i) was public when disclosed; (ii) becomes public through no fault of Recipient; (iii) is rightfully obtained from a third party; (iv) is independently developed without use of the Confidential Information.,exclusions,NDA,US-CA,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Exclusions. Confidential Information does not include information that (i) was public when disclosed; (ii) becomes public through no fault of Recipient; (iii) is rightfully obtained from a third party; (iv) is independently developed without use of the Confidential Information.
NDA_REF_INTL_2025_V1,permitted_disclosure-119,Section 14(3),14,3,"Permitted Disclosure. Recipient may disclose as required by law or court order, provided it gives prior notice where lawful and discloses only what is legally necessary. Employees and advisors may access on a need‑to‑know basis under equivalent obligations.",permitted_disclosure,NDA,US-NY,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Permitted Disclosure. Recipient may disclose as required by law or court order, provided it gives prior notice where lawful and discloses only what is legally necessary. Employees and advisors may access on a need‑to‑know basis under equivalent obligations."
NDA_REF_INTL_2025_V1,term-120,Section 15(4),15,4,Term. This Agreement remains in effect for three (3) years from the Effective Date.,term,NDA,SG,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Term. This Agreement remains in effect for three (3) years from the Effective Date.
NDA_REF_INTL_2025_V1,survival-121,Section 1(1),1,1,"Survival. Obligations regarding confidentiality, non‑use, remedies, and governing law survive for five (5) years; trade secrets survive for so long as they remain trade secrets.",survival,NDA,US-NY,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Survival. Obligations regarding confidentiality, non‑use, remedies, and governing law survive for five (5) years; trade secrets survive for so long as they remain trade secrets."
NDA_REF_INTL_2025_V1,return_or_destruction-122,Section 2(2),2,2,"Return/Destruction. Upon request, Recipient shall promptly return or irreversibly destroy all Confidential Information and certify such destruction in writing.",return_or_destruction,NDA,US-NY,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Return/Destruction. Upon request, Recipient shall promptly return or irreversibly destroy all Confidential Information and certify such destruction in writing."
NDA_REF_INTL_2025_V1,residuals-123,Section 3(3),3,3,"Residuals. Recipient may use information retained in unaided memory in the form of general ideas or concepts; intentional memorization, verbatim use, and reverse engineering are prohibited.",residuals,NDA,UK,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Residuals. Recipient may use information retained in unaided memory in the form of general ideas or concepts; intentional memorization, verbatim use, and reverse engineering are prohibited."
NDA_REF_INTL_2025_V1,ownership_no_license-124,Section 4(4),4,4,"Ownership; No License. Disclosing Party retains all rights, and no license is granted by implication or otherwise.",ownership_no_license,NDA,US-CA,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Ownership; No License. Disclosing Party retains all rights, and no license is granted by implication or otherwise."
NDA_REF_INTL_2025_V1,no_warranty-125,Section 5(1),5,1,No Warranty. Confidential Information is provided 'as is' without any warranty as to accuracy or completeness.,no_warranty,NDA,SG,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,No Warranty. Confidential Information is provided 'as is' without any warranty as to accuracy or completeness.
NDA_REF_INTL_2025_V1,injunctive_relief-126,Section 6(2),6,2,Injunctive Relief. Breach may cause irreparable harm; Disclosing Party is entitled to injunctive relief without bond.,injunctive_relief,NDA,US-CA,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Injunctive Relief. Breach may cause irreparable harm; Disclosing Party is entitled to injunctive relief without bond.
NDA_REF_INTL_2025_V1,governing_law-127,Section 7(3),7,3,"Governing Law. This Agreement is governed by the laws of the State of California, excluding its conflict‑of‑laws rules.",governing_law,NDA,US-CA,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Governing Law. This Agreement is governed by the laws of the State of California, excluding its conflict‑of‑laws rules."
NDA_REF_INTL_2025_V1,jurisdiction_venue-128,Section 8(4),8,4,"Venue. The parties submit to the exclusive jurisdiction of state or federal courts located in San Francisco, California.",jurisdiction_venue,NDA,US-NY,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Venue. The parties submit to the exclusive jurisdiction of state or federal courts located in San Francisco, California."
NDA_REF_INTL_2025_V1,notices-129,Section 9(1),9,1,Notices. All notices must be in writing (including email) and are deemed received on business‑day delivery.,notices,NDA,UK,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Notices. All notices must be in writing (including email) and are deemed received on business‑day delivery.
NDA_REF_INTL_2025_V1,assignment-130,Section 10(2),10,2,"Assignment. Neither party may assign this Agreement without prior written consent, except to a successor in connection with a merger or sale of substantially all assets.",assignment,NDA,US-NY,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Assignment. Neither party may assign this Agreement without prior written consent, except to a successor in connection with a merger or sale of substantially all assets."
NDA_REF_INTL_2025_V1,amendment-131,Section 11(3),11,3,Amendment. Any modification must be in a writing signed by both parties.,amendment,NDA,US-CA,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Amendment. Any modification must be in a writing signed by both parties.
NDA_REF_INTL_2025_V1,waiver-132,Section 12(4),12,4,Waiver. Failure to enforce a right is not a waiver of future enforcement of that or any other right.,waiver,NDA,UK,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Waiver. Failure to enforce a right is not a waiver of future enforcement of that or any other right.
NDA_REF_INTL_2025_V1,severability-133,Section 13(1),13,1,"Severability. If any provision is held unenforceable, the remainder will remain in effect.",severability,NDA,UK,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Severability. If any provision is held unenforceable, the remainder will remain in effect."
NDA_REF_INTL_2025_V1,entire_agreement-134,Section 14(2),14,2,Entire Agreement. This Agreement constitutes the entire agreement regarding its subject matter and supersedes prior understandings.,entire_agreement,NDA,UK,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Entire Agreement. This Agreement constitutes the entire agreement regarding its subject matter and supersedes prior understandings.
NDA_REF_INTL_2025_V1,counterparts-135,Section 15(3),15,3,Counterparts. This Agreement may be executed in counterparts and by electronic signatures.,counterparts,NDA,UK,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Counterparts. This Agreement may be executed in counterparts and by electronic signatures.
NDA_REF_INTL_2025_V1,export_control-136,Section 1(4),1,4,Export Control. Each party will comply with applicable export laws and will not export or re‑export controlled items.,export_control,NDA,US-NY,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Export Control. Each party will comply with applicable export laws and will not export or re‑export controlled items.
NDA_REF_INTL_2025_V1,non_solicitation-137,Section 2(1),2,1,"Non‑Solicitation. During the term and for twelve (12) months thereafter, neither party will solicit the other party's employees (general solicitations excluded).",non_solicitation,NDA,EU,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Non‑Solicitation. During the term and for twelve (12) months thereafter, neither party will solicit the other party's employees (general solicitations excluded)."
NDA_REF_INTL_2025_V1,publicity-138,Section 3(2),3,2,Publicity. Neither party may use the other's name or marks in publicity without prior written consent.,publicity,NDA,US-CA,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Publicity. Neither party may use the other's name or marks in publicity without prior written consent.
NDA_REF_INTL_2025_V1,data_protection-139,Section 4(3),4,3,"Data Protection. If personal data is processed, the parties will implement appropriate safeguards and comply with applicable privacy laws (including GDPR, where applicable).",data_protection,NDA,JP,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Data Protection. If personal data is processed, the parties will implement appropriate safeguards and comply with applicable privacy laws (including GDPR, where applicable)."
NDA_REF_INTL_2025_V1,audit_rights-140,Section 5(4),5,4,"Audit Rights. Disclosing Party may, on reasonable notice, verify Recipient's compliance with this Agreement.",audit_rights,NDA,US-CA,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Audit Rights. Disclosing Party may, on reasonable notice, verify Recipient's compliance with this Agreement."
NDA_REF_INTL_2025_V1,definitions-141,Section 6(1),6,1,"Definitions. 'Purpose' means evaluation of a potential business relationship. 'Materials' include all written, oral, and electronic information.",definitions,NDA,SG,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Definitions. 'Purpose' means evaluation of a potential business relationship. 'Materials' include all written, oral, and electronic information."
NDA_REF_INTL_2025_V1,confidential_information_definition-142,Section 7(2),7,2,"Definition of Confidential Information. 'Confidential Information' means all non‑public technical, commercial, financial, and customer information, including samples, drawings, and code, and any information that, by its nature, should reasonably be considered confidential.",confidential_information_definition,NDA,SG,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Definition of Confidential Information. 'Confidential Information' means all non‑public technical, commercial, financial, and customer information, including samples, drawings, and code, and any information that, by its nature, should reasonably be considered confidential."
NDA_REF_INTL_2025_V1,purpose-143,Section 8(3),8,3,Purpose. Recipient shall use the Confidential Information solely to evaluate the Purpose and for no other reason.,purpose,NDA,US-CA,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Purpose. Recipient shall use the Confidential Information solely to evaluate the Purpose and for no other reason.
NDA_REF_INTL_2025_V1,non_disclosure-144,Section 9(4),9,4,Non‑Disclosure. Recipient shall not disclose Confidential Information to any third party and shall protect it with at least reasonable care.,non_disclosure,NDA,US-NY,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Non‑Disclosure. Recipient shall not disclose Confidential Information to any third party and shall protect it with at least reasonable care.
NDA_REF_INTL_2025_V1,non_use-145,Section 10(1),10,1,Non‑Use. Recipient shall not use Confidential Information for any purpose other than the Purpose.,non_use,NDA,SG,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Non‑Use. Recipient shall not use Confidential Information for any purpose other than the Purpose.
NDA_REF_INTL_2025_V1,exclusions-146,Section 11(2),11,2,Exclusions. Confidential Information does not include information that (i) was public when disclosed; (ii) becomes public through no fault of Recipient; (iii) is rightfully obtained from a third party; (iv) is independently developed without use of the Confidential Information.,exclusions,NDA,JP,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Exclusions. Confidential Information does not include information that (i) was public when disclosed; (ii) becomes public through no fault of Recipient; (iii) is rightfully obtained from a third party; (iv) is independently developed without use of the Confidential Information.
NDA_REF_INTL_2025_V1,permitted_disclosure-147,Section 12(3),12,3,"Permitted Disclosure. Recipient may disclose as required by law or court order, provided it gives prior notice where lawful and discloses only what is legally necessary. Employees and advisors may access on a need‑to‑know basis under equivalent obligations.",permitted_disclosure,NDA,UK,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Permitted Disclosure. Recipient may disclose as required by law or court order, provided it gives prior notice where lawful and discloses only what is legally necessary. Employees and advisors may access on a need‑to‑know basis under equivalent obligations."
NDA_REF_INTL_2025_V1,term-148,Section 13(4),13,4,Term. This Agreement remains in effect for three (3) years from the Effective Date.,term,NDA,SG,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Term. This Agreement remains in effect for three (3) years from the Effective Date.
NDA_REF_INTL_2025_V1,survival-149,Section 14(1),14,1,"Survival. Obligations regarding confidentiality, non‑use, remedies, and governing law survive for five (5) years; trade secrets survive for so long as they remain trade secrets.",survival,NDA,SG,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Survival. Obligations regarding confidentiality, non‑use, remedies, and governing law survive for five (5) years; trade secrets survive for so long as they remain trade secrets."
NDA_REF_INTL_2025_V1,return_or_destruction-150,Section 15(2),15,2,"Return/Destruction. Upon request, Recipient shall promptly return or irreversibly destroy all Confidential Information and certify such destruction in writing.",return_or_destruction,NDA,SG,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Return/Destruction. Upon request, Recipient shall promptly return or irreversibly destroy all Confidential Information and certify such destruction in writing."
NDA_REF_INTL_2025_V1,residuals-151,Section 1(3),1,3,"Residuals. Recipient may use information retained in unaided memory in the form of general ideas or concepts; intentional memorization, verbatim use, and reverse engineering are prohibited.",residuals,NDA,UK,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Residuals. Recipient may use information retained in unaided memory in the form of general ideas or concepts; intentional memorization, verbatim use, and reverse engineering are prohibited."
NDA_REF_INTL_2025_V1,ownership_no_license-152,Section 2(4),2,4,"Ownership; No License. Disclosing Party retains all rights, and no license is granted by implication or otherwise.",ownership_no_license,NDA,EU,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Ownership; No License. Disclosing Party retains all rights, and no license is granted by implication or otherwise."
NDA_REF_INTL_2025_V1,no_warranty-153,Section 3(1),3,1,No Warranty. Confidential Information is provided 'as is' without any warranty as to accuracy or completeness.,no_warranty,NDA,JP,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,No Warranty. Confidential Information is provided 'as is' without any warranty as to accuracy or completeness.
NDA_REF_INTL_2025_V1,injunctive_relief-154,Section 4(2),4,2,Injunctive Relief. Breach may cause irreparable harm; Disclosing Party is entitled to injunctive relief without bond.,injunctive_relief,NDA,US-NY,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Injunctive Relief. Breach may cause irreparable harm; Disclosing Party is entitled to injunctive relief without bond.
NDA_REF_INTL_2025_V1,governing_law-155,Section 5(3),5,3,"Governing Law. This Agreement is governed by the laws of the State of California, excluding its conflict‑of‑laws rules.",governing_law,NDA,UK,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Governing Law. This Agreement is governed by the laws of the State of California, excluding its conflict‑of‑laws rules."
NDA_REF_INTL_2025_V1,jurisdiction_venue-156,Section 6(4),6,4,"Venue. The parties submit to the exclusive jurisdiction of state or federal courts located in San Francisco, California.",jurisdiction_venue,NDA,JP,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,"Venue. The parties submit to the exclusive jurisdiction of state or federal courts located in San Francisco, California."
NDA_REF_INTL_2025_V1,notices-157,Section 7(1),7,1,Notices. All notices must be in writing (including email) and are deemed received on business‑day delivery.,notices,NDA,UK,en,LexGuard-RefPack-NDA,2025-09-16,internal:lexguard/nda_ref_pack_v1,True,Notices. All notices must be in writing (including email) and are deemed received on business‑day delivery.
